Policy_ID,Customer_ID,Policy_Type,Region,Sum_Insured,Premium,Claim_Count,Total_Claim_Amount,Risk_Score,Start_Date
P102327,C29277,Auto,North,260017,11430,0,0,0.632,2023-12-11
P102328,C61416,Life,West,637738,19454,0,0,0.258,2025-05-13
P102329,C22084,Auto,West,367651,19130,0,0,0.626,2023-03-26
P102330,C27283,Auto,South,259066,13516,0,0,0.902,2022-02-26
P102331,C14237,Auto,West,194389,9285,0,0,0.7,2023-01-07
P102332,C33159,Life,North,111971,3253,0,0,0.316,2025-01-16
P102333,C91909,Life,North,197478,6716,0,0,0.372,2025-01-05
P102334,C60237,Auto,East,311494,15427,1,45661,1.0,2021-01-21
P102335,C73822,Property,East,442733,21165,0,0,0.71,2024-02-14
P102336,C38894,Property,North,412169,16089,0,0,0.539,2022-09-20
P102337,C10466,Property,North,322909,13689,0,0,0.783,2021-03-11
P102338,C62730,Auto,South,267683,10977,0,0,0.669,2025-03-09
P102339,C93036,Property,South,326881,13877,0,0,0.704,2025-05-20
P102340,C76947,Life,North,248136,8490,1,33293,0.583,2023-09-28
P102341,C63115,Auto,West,471836,27767,0,0,0.582,2025-06-07
P102342,C83507,Auto,East,281081,16850,1,1423,0.885,2023-07-21
P102343,C19213,Property,North,291366,10639,0,0,0.397,2023-09-23
P102344,C66680,Health,West,78418,4847,0,0,0.56,2020-07-29
P102345,C60033,Life,North,280457,8248,0,0,0.331,2021-02-01
P102346,C33710,Life,East,383648,11803,1,15196,0.553,2023-05-09
P102347,C60154,Property,East,193228,6670,0,0,0.598,2021-07-01
P102348,C75872,Property,South,224928,10279,0,0,0.681,2024-12-31
P102349,C33399,Auto,South,379271,22070,1,54618,1.0,2022-11-29
P102350,C96732,Life,South,152334,4478,0,0,0.173,2024-07-20
P102351,C53326,Health,South,405780,22208,0,0,0.466,2023-06-29
P102352,C10251,Life,East,246786,6340,0,0,0.302,2025-04-02
P102353,C71575,Health,West,261143,16820,0,0,0.494,2023-08-24
P102354,C73476,Life,West,187612,5206,1,9857,0.687,2024-01-24
P102355,C51465,Auto,West,337805,19657,0,0,0.748,2023-04-08
P102356,C54319,Health,North,545987,35000,0,0,0.57,2023-12-29
P102357,C86485,Auto,South,378150,20009,1,7457,0.836,2022-05-21
P102358,C72603,Property,South,213571,8746,0,0,0.614,2020-07-28
P102359,C74647,Auto,East,413562,16921,1,9192,0.961,2021-02-26
P102360,C75347,Auto,East,268332,15735,0,0,0.846,2025-01-08
P102361,C15464,Property,North,437448,18393,0,0,0.617,2020-07-08
P102362,C37181,Auto,North,380668,22795,1,41117,1.0,2023-12-09
P102363,C52520,Property,West,50000,2030,0,0,0.685,2024-02-13
P102364,C56225,Property,East,199592,8655,1,3866,0.895,2021-05-25
P102365,C48291,Auto,South,394439,16221,0,0,0.618,2022-02-10
P102366,C47918,Auto,West,315166,16589,0,0,0.665,2022-01-14
P102367,C11683,Property,South,197624,8742,0,0,0.567,2021-07-31
P102368,C75736,Property,West,236641,10520,1,6682,0.99,2023-07-01
P102369,C59542,Life,South,109376,3636,0,0,0.32,2020-11-27
P102370,C28063,Life,North,291163,7779,0,0,0.373,2025-03-13
P102371,C82207,Health,West,521069,37209,0,0,0.451,2021-09-14
P102372,C11660,Life,South,380493,13676,1,33520,0.869,2021-04-25
P102373,C16534,Property,South,519042,17237,1,30400,1.0,2023-04-08
P102374,C78958,Life,East,388240,13681,0,0,0.264,2023-03-06
P102375,C10004,Auto,West,402748,18441,1,6740,0.979,2024-11-21
P102376,C42569,Property,South,497408,21403,0,0,0.464,2021-04-10
P102377,C35525,Life,East,337726,9476,1,8376,0.507,2023-11-10
P102378,C33935,Property,South,281277,13356,0,0,0.567,2025-06-11
P102379,C88677,Life,West,403266,10170,0,0,0.194,2020-11-23
P102380,C14918,Health,North,445384,26699,0,0,0.632,2023-05-07
P102381,C55194,Health,West,252004,14685,2,36334,1.0,2020-07-16
P102382,C23195,Health,West,227843,12719,1,23340,1.0,2024-05-02
P102383,C13627,Property,South,313886,13286,0,0,0.619,2022-07-31
P102384,C66835,Property,South,383150,13064,0,0,0.603,2024-01-31
P102385,C26055,Property,West,379809,16509,0,0,0.749,2021-07-21
P102386,C81906,Property,East,157583,7515,2,85696,1.0,2022-09-26
P102387,C11387,Life,East,491161,16530,1,3498,0.515,2021-07-25
P102388,C25665,Life,East,235884,8096,0,0,0.192,2024-11-16
P102389,C36339,Life,South,273494,7744,1,51736,0.821,2021-11-17
P102390,C59625,Property,South,209735,7802,0,0,0.481,2024-09-08
P102391,C65648,Auto,West,569833,28686,0,0,0.702,2022-07-13
P102392,C11586,Property,North,324207,10612,0,0,0.527,2021-11-22
P102393,C56710,Auto,South,214902,12659,0,0,0.79,2025-06-12
P102394,C39273,Health,West,386392,19880,0,0,0.479,2024-11-09
P102395,C60139,Property,West,376914,17507,2,9751,1.0,2021-07-23
P102396,C61093,Auto,North,281227,11719,0,0,0.668,2021-01-27
P102397,C71450,Auto,East,384061,21681,0,0,0.69,2022-10-04
P102398,C47254,Life,West,217471,5616,0,0,0.258,2023-11-27
P102399,C31640,Life,West,250708,6132,0,0,0.215,2022-03-06
P102400,C27514,Property,West,98978,4307,0,0,0.699,2023-12-09
P102401,C15468,Auto,East,167605,7644,0,0,0.638,2024-12-09
P102402,C10815,Property,East,480763,20880,0,0,0.562,2024-09-13
P102403,C20378,Property,North,464143,18975,0,0,0.643,2024-07-27
P102404,C11418,Life,South,306579,7758,0,0,0.332,2023-02-06
P102405,C65195,Life,East,466293,16407,1,11064,0.521,2022-07-22
P102406,C84141,Property,South,283993,11143,0,0,0.675,2021-06-07
P102407,C70085,Auto,South,275659,15076,1,732,0.961,2022-03-19
P102408,C38043,Health,East,305651,18347,0,0,0.518,2024-10-26
P102409,C70643,Property,West,287508,11980,1,37533,1.0,2024-03-09
P102410,C66719,Life,North,278480,7695,0,0,0.259,2024-11-19
P102411,C45148,Auto,South,414340,18234,0,0,0.68,2023-08-07
P102412,C36990,Property,West,315014,12815,1,27252,0.949,2021-03-16
P102413,C49213,Auto,East,371248,18119,2,81216,1.0,2021-11-11
P102414,C48950,Property,South,403138,15417,0,0,0.689,2025-02-08
P102415,C77349,Health,South,338819,21732,0,0,0.588,2023-03-06
P102416,C65885,Property,South,202973,8738,0,0,0.562,2024-12-05
P102417,C50372,Auto,West,164713,6740,0,0,0.806,2024-01-16
P102418,C33699,Auto,West,314878,14728,1,3907,1.0,2023-08-15
P102419,C59179,Property,West,282874,10916,1,37436,1.0,2022-11-30
P102420,C30500,Auto,South,308739,12948,1,51289,1.0,2024-07-28
P102421,C19654,Auto,South,298395,13344,0,0,0.474,2023-03-27
P102422,C99817,Life,North,558357,13747,1,2419,0.398,2024-09-07
P102423,C55752,Property,North,166977,8005,0,0,0.609,2021-05-10
P102424,C70072,Auto,West,101005,5528,0,0,0.599,2023-03-03
P102425,C60315,Health,West,333238,16695,0,0,0.704,2024-05-25
P102426,C62782,Auto,East,262358,10601,2,52866,1.0,2022-12-24
P102427,C27285,Health,West,331607,21642,0,0,0.597,2023-07-03
P102428,C83727,Property,North,358388,13987,0,0,0.597,2021-09-14
P102429,C37796,Health,North,428410,28653,2,57354,1.0,2024-03-10
P102430,C12794,Life,North,149277,5237,0,0,0.248,2024-08-11
P102431,C30423,Health,South,244328,15242,0,0,0.525,2020-11-23
P102432,C29547,Health,South,342876,17998,0,0,0.436,2022-06-24
P102433,C77475,Auto,West,377046,20980,0,0,0.767,2024-07-25
P102434,C65577,Health,East,519345,36842,0,0,0.571,2021-01-14
P102435,C97212,Property,East,395570,16331,0,0,0.6,2022-08-26
P102436,C18993,Property,East,294321,12630,0,0,0.417,2024-07-14
P102437,C42455,Property,South,210956,7890,0,0,0.771,2020-11-21
P102438,C56243,Property,North,243571,9281,0,0,0.579,2025-06-26
P102439,C21060,Auto,North,240730,13166,0,0,0.971,2025-01-06
P102440,C82272,Property,South,365523,17123,0,0,0.665,2023-03-14
P102441,C50731,Property,East,325700,13700,0,0,0.579,2020-12-19
P102442,C42195,Life,East,167635,5612,1,20334,0.748,2023-02-13
P102443,C67007,Health,West,256410,13364,1,58640,1.0,2020-08-01
P102444,C96836,Property,West,387755,13723,0,0,0.703,2025-05-20
P102445,C77917,Property,East,335166,13578,1,3438,1.0,2023-08-08
P102446,C35304,Auto,South,356864,15535,0,0,0.491,2020-10-01
P102447,C40202,Auto,East,338292,17828,0,0,0.671,2021-08-22
P102448,C21597,Auto,West,462643,21204,1,25533,1.0,2022-06-11
P102449,C63757,Property,East,323604,14454,0,0,0.688,2021-11-24
P102450,C51210,Auto,South,261398,14681,0,0,0.911,2022-04-14
P102451,C54545,Health,North,208424,12324,0,0,0.538,2025-06-30
P102452,C88036,Property,South,324961,11339,0,0,0.814,2024-08-12
P102453,C32789,Property,South,55930,2369,0,0,0.617,2022-08-20
P102454,C95545,Property,West,281571,13483,0,0,0.645,2025-05-15
P102455,C87703,Auto,South,279416,14656,0,0,0.733,2021-04-16
P102456,C61915,Property,South,163553,5327,1,70457,1.0,2023-04-17
P102457,C15488,Life,West,207173,5015,1,35371,0.811,2022-04-15
P102458,C93285,Property,West,380966,14144,0,0,0.682,2021-04-05
P102459,C79872,Property,North,323071,11350,1,24043,0.917,2023-05-03
P102460,C27001,Health,East,310179,20941,0,0,0.472,2023-01-22
P102461,C13318,Health,South,330635,22574,1,20822,0.845,2020-08-08
P102462,C14361,Life,West,309263,8382,0,0,0.309,2020-09-04
P102463,C88867,Property,North,424286,15788,0,0,0.568,2022-06-06
P102464,C11073,Life,East,312343,8382,1,27202,0.885,2024-08-12
P102465,C89840,Auto,West,154179,8968,1,39773,1.0,2021-06-11
P102466,C39171,Property,East,463013,18540,0,0,0.427,2023-01-07
P102467,C53480,Auto,East,337034,17904,0,0,0.564,2023-01-22
P102468,C84932,Property,South,241075,9317,0,0,0.699,2021-02-12
P102469,C88316,Property,South,174660,7353,0,0,0.503,2023-08-27
P102470,C26571,Auto,West,339591,16204,0,0,0.74,2025-05-03
P102471,C22837,Health,East,288283,16188,1,7236,0.743,2022-02-06
P102472,C25949,Health,West,457415,28921,0,0,0.582,2023-07-28
P102473,C31547,Life,West,265409,8252,0,0,0.277,2021-08-14
P102474,C32720,Property,East,216262,7936,1,11476,1.0,2024-05-18
P102475,C83400,Health,West,389580,20096,0,0,0.69,2020-12-18
P102476,C36621,Auto,East,392528,18595,1,32230,1.0,2024-03-13
P102477,C74835,Life,East,316865,9183,0,0,0.255,2025-01-24
P102478,C38505,Auto,East,367636,19328,0,0,1.0,2023-06-12
P102479,C71839,Life,East,296231,10360,0,0,0.192,2022-06-27
P102480,C42196,Auto,North,323387,13170,0,0,0.694,2025-06-14
P102481,C42068,Health,East,416499,22428,0,0,0.502,2024-11-05
P102482,C20952,Health,South,362532,19087,1,30281,1.0,2024-05-13
P102483,C61072,Auto,South,283073,14167,0,0,0.526,2022-03-29
P102484,C18448,Property,South,435236,16920,0,0,0.65,2024-05-23
P102485,C32296,Health,East,63514,4160,0,0,0.403,2024-12-17
P102486,C22702,Property,South,505207,18126,0,0,0.744,2023-12-23
P102487,C72549,Health,North,129404,8058,0,0,0.354,2022-09-13
P102488,C86698,Property,West,237291,10949,0,0,0.606,2023-06-03
P102489,C51766,Property,East,295908,13781,0,0,0.378,2023-01-18
P102490,C46753,Auto,South,285352,16886,0,0,0.485,2021-01-13
P102491,C73498,Auto,North,400641,22222,1,37081,1.0,2022-11-13
P102492,C51023,Life,West,194216,6773,2,70455,1.0,2023-04-15
P102493,C82222,Property,North,326077,11658,1,51557,1.0,2020-09-10
P102494,C63739,Property,South,242179,8515,2,85464,1.0,2022-01-27
P102495,C26895,Property,North,329514,10579,0,0,0.729,2022-08-12
P102496,C17004,Property,West,293523,12712,2,68060,1.0,2025-01-03
P102497,C20227,Health,South,309294,21805,0,0,0.561,2020-10-21
P102498,C83795,Health,West,245008,12860,0,0,0.427,2025-01-07
P102499,C43832,Property,North,248994,10505,1,24194,0.963,2023-08-10
P102500,C88843,Health,East,328727,21668,0,0,0.318,2025-04-05
P102501,C41535,Life,East,394372,13855,1,51123,1.0,2023-02-08
P102502,C62206,Property,East,240172,10171,0,0,0.626,2021-09-25
P102503,C58030,Health,East,213123,15193,0,0,0.578,2023-03-24
P102504,C30907,Auto,West,361346,16945,0,0,0.721,2022-09-25
P102505,C23432,Auto,East,296750,13947,0,0,0.903,2023-10-12
P102506,C48653,Health,West,383050,23378,0,0,0.518,2021-05-05
P102507,C91604,Property,South,209420,7986,0,0,0.699,2022-05-02
P102508,C74400,Health,East,122056,5863,0,0,0.468,2022-09-15
P102509,C79122,Health,West,246700,16174,1,30693,0.916,2023-05-18
P102510,C52949,Auto,East,223365,12293,0,0,0.772,2021-02-21
P102511,C96603,Health,East,292121,19259,0,0,0.491,2024-08-05
P102512,C79928,Property,East,236315,8867,2,23850,1.0,2022-05-02
P102513,C37594,Property,West,374102,15097,0,0,0.635,2024-12-07
P102514,C69522,Life,North,271185,7680,0,0,0.221,2021-08-10
P102515,C26717,Health,East,315047,15244,1,15868,0.966,2020-08-11
P102516,C31552,Auto,East,315763,16183,0,0,0.613,2023-06-18
P102517,C39088,Property,South,319496,10857,0,0,0.663,2024-12-18
P102518,C27191,Life,North,297587,7428,1,39488,1.0,2021-08-22
P102519,C47597,Life,West,351060,11608,1,19876,0.66,2022-03-07
P102520,C58622,Life,South,220434,5316,0,0,0.416,2022-03-08
P102521,C61087,Auto,East,439942,26036,0,0,0.74,2022-10-06
P102522,C33510,Auto,South,276346,13902,0,0,0.785,2023-07-21
P102523,C78055,Property,South,168845,8059,0,0,0.516,2021-02-20
P102524,C84935,Health,East,318807,15746,0,0,0.521,2022-03-19
P102525,C97253,Auto,North,214882,11103,0,0,0.559,2024-05-08
P102526,C31758,Auto,North,366533,17222,0,0,0.871,2021-11-29
P102527,C86880,Health,South,520961,35552,0,0,0.299,2024-03-02
P102528,C90423,Auto,East,221343,10453,0,0,0.665,2020-11-23
P102529,C70359,Health,West,333237,18079,1,50510,1.0,2023-07-18
P102530,C62338,Life,South,124449,4267,0,0,0.367,2023-06-26
P102531,C46472,Health,West,345391,19684,0,0,0.692,2022-02-14
P102532,C12363,Auto,South,211429,8528,0,0,0.765,2023-04-02
P102533,C31360,Auto,South,237517,11355,0,0,0.996,2022-12-31
P102534,C97680,Life,East,189871,6048,0,0,0.162,2022-07-13
P102535,C44070,Health,East,373215,20193,0,0,0.37,2023-03-05
P102536,C96603,Life,West,400730,11695,0,0,0.211,2024-07-29
P102537,C50281,Auto,West,302339,12437,1,20563,1.0,2021-12-26
P102538,C16102,Life,North,213557,6632,0,0,0.197,2023-04-15
P102539,C67657,Life,East,458952,15180,0,0,0.225,2022-02-21
P102540,C62760,Life,South,224959,6515,1,11799,0.68,2021-05-07
P102541,C84225,Life,South,83797,2434,1,37899,0.755,2021-09-07
P102542,C66049,Health,North,345839,17333,0,0,0.387,2023-07-27
P102543,C73254,Life,East,189523,5008,1,16000,0.62,2023-01-05
P102544,C85212,Auto,South,398861,17188,0,0,0.67,2021-07-24
P102545,C23913,Property,North,261886,10399,0,0,0.701,2021-11-06
P102546,C88745,Auto,North,360371,18229,0,0,0.61,2022-04-09
P102547,C92726,Property,South,440150,20768,1,31441,1.0,2025-04-13
P102548,C14662,Property,South,179114,5942,0,0,0.658,2025-02-25
P102549,C70922,Auto,West,243406,12656,0,0,0.78,2021-12-08
P102550,C64688,Property,East,292433,11821,0,0,0.743,2023-05-25
P102551,C71665,Auto,West,453755,22835,0,0,0.747,2021-10-18
P102552,C35733,Health,North,234162,16147,0,0,0.513,2021-02-08
P102553,C56683,Health,South,240550,12733,0,0,0.558,2021-07-19
P102554,C30520,Auto,West,347814,14196,0,0,0.673,2022-01-14
P102555,C38184,Health,North,242277,15538,0,0,0.473,2022-02-16
P102556,C47456,Property,East,315253,11829,0,0,0.423,2025-07-07
P102557,C43939,Auto,South,144846,5845,0,0,0.789,2022-08-23
P102558,C64234,Auto,West,521433,23479,0,0,0.721,2024-11-09
P102559,C62176,Property,East,165229,6105,0,0,0.678,2025-02-20
P102560,C66531,Life,West,267825,8410,0,0,0.018,2022-09-23
P102561,C78868,Life,North,296752,7737,1,56263,1.0,2022-06-25
P102562,C86580,Auto,East,491269,23709,0,0,0.614,2025-02-03
P102563,C23754,Auto,West,167515,8317,0,0,0.85,2023-04-07
P102564,C38462,Property,East,498370,19610,0,0,0.661,2025-06-24
P102565,C98159,Auto,North,375718,22347,0,0,0.723,2025-05-06
P102566,C41354,Auto,East,341710,13979,0,0,0.657,2022-08-16
P102567,C27514,Auto,West,201537,11895,0,0,0.74,2024-01-20
P102568,C35104,Health,North,357114,22129,0,0,0.407,2024-09-07
P102569,C57568,Health,South,227651,15275,0,0,0.49,2023-06-28
P102570,C19885,Property,West,426666,16591,1,31980,1.0,2023-03-26
P102571,C21171,Health,West,202894,11949,1,27851,1.0,2023-01-30
P102572,C75473,Property,North,288684,13299,0,0,0.747,2021-01-22
P102573,C54070,Property,North,244473,11328,0,0,0.706,2020-10-18
P102574,C67100,Auto,South,201248,9011,1,49006,1.0,2023-08-27
P102575,C19540,Life,West,374132,9874,1,36441,0.951,2021-06-22
P102576,C73632,Health,North,353546,21181,0,0,0.519,2024-06-01
P102577,C98140,Life,South,420901,14649,0,0,0.422,2020-07-30
P102578,C73887,Property,South,122012,4534,1,20711,1.0,2021-09-18
P102579,C36482,Life,North,406417,12934,0,0,0.299,2020-07-24
P102580,C76197,Auto,West,550545,29819,0,0,0.723,2025-06-23
P102581,C69107,Health,East,254836,16995,0,0,0.319,2025-04-18
P102582,C91322,Property,East,489515,20081,0,0,0.523,2024-08-07
P102583,C32041,Property,South,273684,10520,0,0,0.637,2024-04-25
P102584,C51458,Property,East,162759,7727,0,0,0.714,2021-10-23
P102585,C42230,Life,East,269437,8443,1,73879,1.0,2023-10-31
P102586,C37228,Auto,North,404820,22092,0,0,0.696,2024-05-06
P102587,C13051,Life,South,216182,6083,2,95085,1.0,2021-10-04
P102588,C84381,Auto,West,239966,12814,0,0,0.846,2023-05-08
P102589,C91988,Life,South,359354,9736,1,19861,0.81,2023-01-02
P102590,C40490,Health,North,300306,16181,1,35905,1.0,2025-02-06
P102591,C43113,Health,East,358462,23355,1,11739,0.858,2024-10-10
P102592,C64093,Property,West,323783,13062,0,0,0.755,2023-10-24
P102593,C72354,Property,South,347963,14939,1,38801,1.0,2020-12-08
P102594,C48520,Auto,East,256770,11654,0,0,0.609,2023-01-02
P102595,C40044,Life,South,323173,10078,1,30775,0.914,2022-07-17
P102596,C72148,Auto,West,207263,10131,0,0,0.799,2024-02-14
P102597,C57836,Property,South,428843,17819,0,0,0.481,2023-08-27
P102598,C79064,Auto,South,236573,10839,0,0,0.647,2020-10-02
P102599,C48775,Auto,South,412885,22423,0,0,0.869,2021-03-17
P102600,C34590,Life,East,276639,9315,1,14483,0.686,2023-10-09
P102601,C62033,Auto,West,320200,14473,0,0,0.779,2023-04-30
P102602,C35108,Life,West,250504,6916,1,30011,0.684,2023-03-03
P102603,C71109,Property,East,198400,8448,0,0,0.666,2022-04-07
P102604,C27744,Auto,East,125524,6767,0,0,0.558,2023-11-17
P102605,C21209,Property,East,194468,8414,0,0,0.402,2021-11-25
P102606,C23202,Auto,North,267609,14358,0,0,0.773,2024-02-13
P102607,C14660,Auto,South,321188,15371,0,0,0.843,2022-08-18
P102608,C96796,Life,South,401038,11525,0,0,0.275,2023-06-22
P102609,C91851,Auto,West,255424,11519,1,8700,0.932,2021-04-28
P102610,C62695,Health,South,211804,10964,0,0,0.671,2023-05-07
P102611,C63853,Auto,North,155729,8386,1,38818,1.0,2023-03-14
P102612,C14539,Auto,East,348006,14569,0,0,0.693,2022-01-22
P102613,C60840,Life,West,438319,15452,2,59916,1.0,2020-12-27
P102614,C94349,Property,West,426633,19295,0,0,0.565,2024-05-18
P102615,C75064,Auto,South,370993,21202,1,25828,1.0,2025-05-25
P102616,C62055,Property,West,363854,16922,0,0,0.682,2025-02-01
P102617,C48528,Auto,East,469762,22629,0,0,0.629,2020-08-12
P102618,C55411,Health,West,333208,22765,0,0,0.486,2025-04-25
P102619,C98394,Property,East,364613,12590,1,11414,0.782,2022-08-03
P102620,C35242,Life,North,267922,6500,1,14442,0.663,2025-03-22
P102621,C74216,Health,North,163796,10948,1,31491,1.0,2024-06-13
P102622,C23431,Property,East,231615,7689,1,34301,1.0,2024-03-29
P102623,C53233,Health,South,299084,21452,0,0,0.586,2021-07-04
P102624,C90959,Property,West,306079,13099,1,37928,1.0,2021-11-06
P102625,C18562,Health,South,492629,32554,0,0,0.539,2022-02-27
P102626,C63070,Auto,West,308128,13840,0,0,0.693,2023-06-14
P102627,C42417,Life,North,417884,13408,0,0,0.361,2023-10-12
P102628,C93010,Property,North,256492,8385,1,19109,0.88,2022-05-12
P102629,C82462,Property,North,268832,12206,0,0,0.365,2024-12-24
P102630,C43627,Life,West,167099,4351,1,13261,0.749,2025-04-06
P102631,C26088,Life,North,225767,7308,1,56475,1.0,2025-05-13
P102632,C40951,Auto,North,352698,15691,0,0,0.687,2023-08-24
P102633,C32056,Auto,North,300756,12442,0,0,0.807,2022-06-12
P102634,C96121,Life,North,394294,11741,0,0,0.227,2021-12-18
P102635,C62359,Life,South,318125,8281,1,9662,0.526,2023-08-03
P102636,C57797,Health,North,264755,17343,1,48018,1.0,2020-09-27
P102637,C17769,Life,North,514830,13824,0,0,0.357,2022-08-18
P102638,C12559,Health,South,290610,16338,0,0,0.342,2025-02-06
P102639,C82349,Life,South,416300,12826,0,0,0.223,2022-06-13
P102640,C57475,Auto,West,259879,11876,0,0,0.729,2022-05-30
P102641,C92019,Auto,East,370960,17643,1,57518,1.0,2021-11-17
P102642,C60458,Life,North,392802,13272,0,0,0.234,2022-08-28
P102643,C92845,Life,North,320849,8390,0,0,0.079,2024-03-13
P102644,C71526,Auto,North,64552,2688,0,0,0.761,2024-02-17
P102645,C81900,Property,West,301825,11244,0,0,0.531,2020-10-24
P102646,C63856,Health,North,423046,24615,0,0,0.39,2024-11-23
P102647,C22406,Property,East,352748,14351,1,11023,0.781,2022-10-12
P102648,C29356,Property,South,344584,13080,0,0,0.558,2022-09-27
P102649,C51161,Property,West,127774,5704,0,0,0.442,2024-07-10
P102650,C42314,Auto,South,227954,9297,0,0,0.894,2024-06-05
P102651,C68973,Property,North,341136,13273,0,0,0.362,2022-06-28
P102652,C24877,Property,North,341038,12999,0,0,0.555,2022-09-10
P102653,C45408,Auto,North,421467,22317,0,0,0.711,2023-02-02
P102654,C74285,Life,East,285513,10163,2,93712,1.0,2023-11-08
P102655,C96292,Property,East,340582,13680,0,0,0.621,2021-09-12
P102656,C78417,Health,West,301637,21623,2,6191,0.882,2023-03-03
P102657,C87077,Health,South,201306,11123,1,62329,1.0,2022-04-24
P102658,C84158,Auto,North,74421,3023,2,11847,1.0,2025-01-01
P102659,C67623,Life,North,343101,8916,0,0,0.065,2024-02-17
P102660,C29874,Property,North,317395,12163,0,0,0.47,2024-02-29
P102661,C41759,Health,North,238182,13241,0,0,0.539,2022-03-31
P102662,C60888,Auto,East,138083,5791,0,0,0.688,2022-11-02
P102663,C22860,Life,South,362974,10596,0,0,0.375,2020-07-29
P102664,C29402,Life,South,273408,7671,0,0,0.35,2023-07-07
P102665,C68317,Auto,West,355687,15100,0,0,0.636,2024-02-04
P102666,C76245,Auto,East,486405,22337,0,0,0.651,2023-01-13
P102667,C43637,Life,North,85857,2974,1,42885,0.89,2020-08-23
P102668,C56160,Life,South,230040,6355,3,94044,1.0,2025-03-14
P102669,C75167,Property,South,279062,12118,0,0,0.669,2022-12-27
P102670,C44370,Life,East,445483,13963,0,0,0.489,2021-09-14
P102671,C73919,Property,West,136360,5296,0,0,0.684,2022-07-28
P102672,C64120,Life,West,493586,13262,1,11401,0.608,2021-02-28
P102673,C35272,Auto,North,313586,14858,0,0,0.598,2020-08-25
P102674,C52221,Health,West,290400,18066,1,18126,0.901,2022-09-04
P102675,C38753,Auto,South,280194,13173,1,31490,1.0,2020-09-27
P102676,C64444,Property,West,256374,9085,0,0,0.591,2024-05-06
P102677,C74254,Auto,North,404812,17135,0,0,0.679,2020-10-19
P102678,C99345,Auto,South,193148,11124,0,0,0.495,2023-10-10
P102679,C41003,Property,West,334541,13062,1,19985,1.0,2022-12-13
P102680,C46782,Auto,West,261582,13734,0,0,0.695,2021-10-03
P102681,C58258,Health,East,223787,13376,1,41269,0.971,2023-05-26
P102682,C33276,Auto,North,558598,32092,2,70634,1.0,2021-05-26
P102683,C92190,Property,West,341905,13933,0,0,0.514,2024-10-02
P102684,C31157,Property,East,361327,14342,0,0,0.656,2025-01-28
P102685,C89052,Auto,South,413778,24203,2,78266,1.0,2024-03-13
P102686,C81531,Auto,East,157865,8587,0,0,0.802,2024-12-17
P102687,C63393,Property,East,475229,16056,0,0,0.584,2024-05-21
P102688,C36850,Property,West,50000,1742,1,4301,0.802,2021-12-16
P102689,C30851,Property,West,223123,9950,0,0,0.537,2020-11-13
P102690,C97751,Property,West,254097,11529,0,0,0.528,2022-02-15
P102691,C72044,Property,East,358172,14586,0,0,0.598,2021-11-13
P102692,C83372,Auto,South,321872,16444,1,45158,1.0,2021-02-22
P102693,C53259,Property,North,283319,11931,0,0,0.517,2020-08-31
P102694,C20398,Health,East,298800,17491,0,0,0.386,2025-04-28
P102695,C91210,Property,West,202198,8671,0,0,0.589,2024-03-30
P102696,C99274,Life,North,150277,3802,0,0,0.257,2020-10-27
P102697,C52455,Property,South,372651,17656,0,0,0.486,2023-04-16
P102698,C62341,Life,North,369371,12190,0,0,0.383,2021-09-14
P102699,C98897,Life,West,458449,14475,1,42613,1.0,2025-01-19
P102700,C75072,Property,East,220998,8190,1,29139,1.0,2024-04-10
P102701,C90066,Health,East,369282,19152,0,0,0.428,2024-07-03
P102702,C40909,Auto,West,271629,13089,0,0,0.695,2023-03-30
P102703,C23459,Auto,East,419047,22307,0,0,0.854,2020-11-22
P102704,C68790,Life,West,402196,12711,0,0,0.183,2024-05-25
P102705,C74886,Health,East,321121,18363,0,0,0.578,2024-05-11
P102706,C18783,Auto,East,266047,13905,0,0,0.555,2025-02-18
P102707,C52611,Auto,East,396093,22290,0,0,0.868,2020-11-27
P102708,C72709,Auto,South,364690,14779,0,0,0.657,2025-01-22
P102709,C81263,Auto,South,231556,11349,0,0,0.923,2020-09-04
P102710,C40115,Life,West,167220,5535,0,0,0.473,2021-04-30
P102711,C99429,Property,South,271147,11046,1,38821,1.0,2021-08-30
P102712,C41318,Property,West,451541,19156,1,39740,1.0,2025-01-09
P102713,C12817,Property,North,414649,16697,1,43479,1.0,2021-09-30
P102714,C30438,Auto,North,188767,11295,1,47308,1.0,2022-10-12
P102715,C43555,Auto,South,183224,7529,0,0,0.66,2022-08-05
P102716,C30150,Life,North,427468,12778,0,0,0.134,2024-04-04
P102717,C47569,Health,North,186436,9358,0,0,0.449,2023-12-22
P102718,C72438,Health,East,350930,18190,1,44940,1.0,2022-03-13
P102719,C30371,Auto,East,238393,11362,0,0,0.755,2023-04-01
P102720,C42950,Health,West,461704,23885,0,0,0.599,2021-07-09
P102721,C71342,Life,North,222958,7929,0,0,0.374,2020-11-14
P102722,C51704,Life,West,414336,14652,0,0,0.334,2020-10-02
P102723,C65922,Property,West,318486,11904,0,0,0.515,2020-08-04
P102724,C74632,Property,North,325219,13736,0,0,0.621,2021-01-30
P102725,C10711,Property,South,102969,4174,0,0,0.679,2023-10-15
P102726,C11148,Auto,North,79709,4489,0,0,0.641,2024-03-24
P102727,C56525,Auto,East,277943,14606,0,0,0.712,2021-09-15
P102728,C50981,Auto,North,324691,12989,0,0,0.685,2021-03-06
